"Genre","Decade","mode_char","mode","key","Artist","Song.Title","Year","Rank","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration","key_character"
"Pop","90s","minor",0,11,"Sophie B. Hawkins","Damn I Wish I Was Your Lover",1992,34,0.546,0.781,-9.439,0.0506,0.22,1.51e-05,0.363,0.539,95.032,4,5.38778333333333,"B"
"Pop","80s","minor",0,9,"Dr. Hook","Sexy Eyes",1980,25,0.757,0.662,-9.751,0.0448,0.305,2.38e-05,0.0391,0.927,102.49,4,3.48555,"A"
"Pop","90s","minor",0,5,"The Cover Girls","Wishing on a Star",1992,49,0.353,0.544,-10.812,0.0331,0.581,9.95e-05,0.0835,0.48,88.898,4,4.68666666666667,"F/E#"
"Pop","80s","minor",0,2,"Dire Straits","Money for Nothing",1985,8,0.667,0.655,-9.339,0.0367,0.0491,0.000894,0.0641,0.657,134.212,4,8.44,"D"
"Pop","80s","minor",0,4,"Glenn Frey","You Belong to the City",1985,30,0.669,0.703,-5.789,0.0299,0.06,0.00147,0.0623,0.436,109.48,4,5.87933333333333,"E"
"Pop","80s","major",1,1,"M","Pop Muzik",1980,40,0.94,0.727,-9.982,0.0358,0.124,0.00021,0.0808,0.969,110.8,4,4.94111666666667,"C#/Db"
"Pop","80s","major",1,7,"Captain & Tennille","Do That to Me One More Time",1980,5,0.728,0.524,-8.227,0.0255,0.563,0.000131,0.0913,0.51,90.262,4,4.27778333333333,"G"
"Pop","60s","major",1,6,"Jan and Dean","Dead Man's Curve",1964,28,0.459,0.703,-9.578,0.041,0.677,0.000707,0.0815,0.904,133.5,4,2.51933333333333,"F#/Gb"
"Pop","80s","minor",0,9,"Hall & Oates","Private Eyes",1982,44,0.85,0.938,-6.889,0.0415,0.409,0.000346,0.0582,0.84,120.826,4,3.62,"A"
"Pop","80s","minor",0,7,"Kim Wilde","You Keep Me Hangin' On",1987,34,0.686,0.682,-12.154,0.033,0.0806,0.000155,0.14,0.708,123.44,4,4.25366666666667,"G"
"Pop","90s","major",1,1,"Celine Dion","Because You Loved Me",1996,3,0.615,0.467,-9.883,0.0327,0.314,0,0.099,0.177,119.919,4,4.56111666666667,"C#/Db"
"Pop","80s","minor",0,6,"Whitney Houston","Saving All My Love for You",1985,23,0.636,0.264,-14.567,0.0263,0.593,4.22e-05,0.275,0.264,99.304,3,3.97445,"F#/Gb"
"Pop","90s","major",1,9,"Joan Osborne","One of Us",1996,30,0.316,0.499,-7.899,0.0298,0.0108,1.81e-05,0.126,0.403,174.782,4,5.34111666666667,"A"
"Pop","80s","major",1,6,"Cyndi Lauper","Girls Just Want to Have Fun",1984,15,0.71,0.799,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,4,3.97111666666667,"F#/Gb"
"Pop","90s","major",1,7,"Mariah Carey","I Still Believe",1999,36,0.612,0.521,-7.647,0.0304,0.174,0,0.103,0.175,118.016,4,3.94111666666667,"G"
"Pop","60s","major",1,6,"Stevie Wonder","My Cherie Amour",1969,32,0.574,0.507,-11.343,0.0258,0.228,4.57e-06,0.279,0.514,101.085,4,2.88845,"F#/Gb"
"Pop","60s","major",1,2,"Johnny Tillotson","Without You",1961,37,0.538,0.558,-5.701,0.0263,0.425,0.636,0.119,0.709,99.372,3,2.14666666666667,"D"
"Pop","90s","major",1,0,"Celine Dion","It's All Coming Back to Me Now",1997,50,0.384,0.438,-9.149,0.0362,0.753,0,0.101,0.287,87.903,4,7.61445,"C/B#"
"Pop","2010s","major",1,1,"Maroon 5","Sugar",2015,5,0.748,0.788,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,4,3.92488333333333,"C#/Db"
"Pop","70s","minor",0,7,"Village People","In the Navy",1979,48,0.759,0.889,-10.592,0.0502,0.125,0,0.041,0.886,126.201,4,3.764,"G"
"Pop","90s","minor",0,9,"98 Degrees","Invisible Man",1997,45,0.694,0.552,-10.452,0.0278,0.202,0,0.176,0.573,89.904,4,4.72111666666667,"A"
"Pop","90s","major",1,0,"Elton John","The One",1992,43,0.657,0.724,-7.465,0.0648,0.301,5.54e-06,0.658,0.755,131.914,4,5.39088333333333,"C/B#"
"Pop","80s","minor",0,4,"Milli Vanilli","Blame It on the Rain",1989,21,0.758,0.827,-6.151,0.0774,0.00326,0.000169,0.0946,0.506,97.515,4,4.14221666666667,"E"
"Pop","90s","minor",0,11,"Natural Selection","Do Anything",1991,32,0.654,0.749,-9.221,0.0537,0.0746,0,0.114,0.663,93.847,4,3.95621666666667,"B"
"Pop","80s","major",1,9,"Ray Parker Jr.","The Other Woman",1982,26,0.909,0.544,-11.692,0.0529,0.139,0.00614,0.457,0.962,125.918,4,4.13266666666667,"A"
"Pop","70s","minor",0,11,"Anne Murray","Danny's Song",1973,36,0.512,0.379,-12.251,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,4,3.13821666666667,"B"
"Pop","90s","major",1,6,"Mariah Carey","Without You",1994,16,0.576,0.526,-8.524,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,4,3.56111666666667,"F#/Gb"
"Pop","80s","minor",0,10,"Corey Hart","Sunglasses at Night",1984,36,0.665,0.624,-11.106,0.049,0.505,0.0104,0.518,0.717,127.083,4,5.33333333333333,"A#/Bb"
"Pop","80s","minor",0,11,"Blondie","Rapture",1981,15,0.724,0.704,-8.258,0.0511,0.113,0.00425,0.466,0.96,107.486,4,4.98955,"B"
"Pop","90s","major",1,6,"Spice Girls","2 Become 1",1997,35,0.646,0.665,-7.878,0.0268,0.326,1.97e-05,0.238,0.7,143.966,4,4.01711666666667,"F#/Gb"
"Pop","90s","major",1,4,"Roxette","Dangerous",1990,34,0.712,0.898,-4.893,0.0336,0.0485,7.76e-06,0.148,0.961,124.409,4,3.81445,"E"
"Pop","2020s","major",1,0,"Ariana Grande","Positions",2021,14,0.737,0.802,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,4,2.87208333333333,"C/B#"
"Pop","60s","major",1,2,"The Everly Brothers","Crying in the Rain",1962,47,0.61,0.379,-9.381,0.0278,0.622,0,0.144,0.48,97.166,4,2.00511666666667,"D"
"Pop","90s","major",1,2,"Beck","Loser",1994,50,0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405,0.786,85.387,4,3.91666666666667,"D"
"Pop","80s","major",1,11,"Janet Jackson","Control",1987,37,0.785,0.786,-12.487,0.0501,0.28,0.236,0.158,0.638,120.404,4,5.88845,"B"
"Pop","80s","major",1,4,"Nena","99 Luftballons",1984,28,0.575,0.555,-7.495,0.0453,0.103,1.3e-06,0.111,0.504,95.361,4,3.87445,"E"
"Pop","90s","major",1,2,"Michael Bolton","Love Is a Wonderful Thing",1991,49,0.727,0.824,-8.915,0.0394,0.00812,1.58e-06,0.0922,0.935,125.104,4,4.71555,"D"
"Pop","70s","major",1,9,"Anne Murray","Snowbird",1970,42,0.531,0.48,-10.633,0.0366,0.256,0.000136,0.0908,0.881,104.117,4,2.23711666666667,"A"
"Pop","60s","minor",0,7,"The Shirelles","Foolish Little Girl",1963,47,0.802,0.527,-12.24,0.0414,0.749,6.6e-06,0.265,0.926,109.755,4,2.254,"G"
"Pop","80s","major",1,0,"Richard Marx","Right Here Waiting",1989,11,0.395,0.252,-13.589,0.0301,0.8,0,0.101,0.126,177.679,4,4.40555,"C/B#"
"Pop","80s","minor",0,11,"Debbie Gibson","Shake Your Love",1988,22,0.784,0.746,-10.681,0.0477,0.405,0,0.0568,0.83,120.55,4,3.71555,"B"
"Pop","90s","major",1,8,"Sugar Ray","Every Morning",1999,8,0.833,0.679,-4.496,0.0365,0.0834,0.00258,0.0769,0.975,109.916,4,3.66445,"G#/Ab"
"Pop","2020s","major",1,2,"Charlie Puth","Left And Right",2022,46,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,2.57478333333333,"D"
"Pop","80s","major",1,6,"Billy Vera and the Beaters","At This Moment",1987,20,0.32,0.265,-11.026,0.0332,0.64,1.81e-06,0.985,0.147,84.511,3,4.34578333333333,"F#/Gb"
"Pop","80s","minor",0,9,"Daryl Hall & John Oates","Out of Touch",1985,6,0.806,0.649,-9.004,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,4,4.15955,"A"
"Pop","90s","major",1,5,"Third Eye Blind","How's It Going to Be",1998,11,0.561,0.593,-9.362,0.0264,0.00327,0.00144,0.0967,0.574,80.282,4,4.22355,"F/E#"
"Pop","70s","major",1,0,"The Jacksons","Shake Your Body (Down to the Ground)",1979,25,0.774,0.803,-4.959,0.0877,0.0307,0,0.347,0.813,117.779,4,3.74821666666667,"C/B#"
"Pop","90s","major",1,0,"Roxette","Fading Like a Flower (Every Time You Leave)",1991,44,0.609,0.668,-5.738,0.026,0.195,0,0.219,0.319,105.419,4,3.84466666666667,"C/B#"
"Pop","70s","minor",0,6,"Wings","With a Little Luck",1978,18,0.652,0.372,-15.445,0.0321,0.0682,0.000199,0.0923,0.28,111.986,4,5.74621666666667,"F#/Gb"
"Pop","2010s","major",1,1,"Charlie Puth","One Call Away",2016,43,0.667,0.613,-5.353,0.0344,0.403,0,0.115,0.47,91.024,4,3.24088333333333,"C#/Db"
"Pop","80s","major",1,5,"Eric Carmen","Hungry Eyes",1988,25,0.712,0.549,-9.484,0.0254,0.011,0,0.118,0.552,109.882,4,4.18445,"F/E#"
"Pop","80s","major",1,4,"George Harrison","Got My Mind Set on You",1988,3,0.767,0.854,-6.947,0.0426,0.465,2.03e-06,0.485,0.963,149.206,4,3.91088333333333,"E"
"Pop","90s","major",1,1,"Madonna","Frozen",1998,32,0.706,0.633,-9.584,0.0419,0.267,0.0192,0.175,0.375,110.005,4,2.00261666666667,"C#/Db"
"Pop","80s","minor",0,6,"a-ha","Take On Me",1985,10,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,4,3.75466666666667,"F#/Gb"
"Pop","80s","minor",0,0,"Commodores","Lady (You Bring Me Up)",1981,39,0.892,0.593,-9.429,0.0405,0.2,0.000339,0.0996,0.867,120.979,4,4.88711666666667,"C/B#"
"Pop","90s","major",1,0,"Savage Garden","Truly Madly Deeply",1998,4,0.555,0.698,-8.874,0.0287,0.403,0,0.0851,0.816,168.12,4,4.62111666666667,"C/B#"
"Pop","90s","major",1,7,"Celine Dion","If You Asked Me To",1992,28,0.46,0.437,-10.587,0.0304,0.128,0,0.025,0.227,172.382,4,3.906,"G"
"Pop","60s","minor",0,4,"Mercy","Love (Can Make You Happy)",1969,42,0.29,0.261,-14.348,0.0346,0.143,7.69e-05,0.166,0.231,86.489,4,3.47155,"E"
"Pop","80s","major",1,10,"Johnny Hates Jazz","Shattered Dreams",1988,26,0.655,0.72,-9.423,0.0312,0.0318,4.71e-05,0.25,0.745,121.311,4,3.45578333333333,"A#/Bb"
"Pop","80s","major",1,0,"Lisa Lisa and Cult Jam","Lost in Emotion",1987,31,0.779,0.756,-9.47,0.0497,0.0236,0.012,0.0907,0.962,119.762,4,5.12666666666667,"C/B#"
"Pop","90s","major",1,8,"Crystal Waters","100% Pure Love",1994,46,0.811,0.697,-8.019,0.0502,0.0923,0.0144,0.0784,0.712,120.242,4,4.67445,"G#/Ab"
"Pop","90s","major",1,5,"Babyface","Every Time I Close My Eyes",1997,26,0.654,0.417,-7.699,0.025,0.0624,0,0.0963,0.279,143.676,4,4.93778333333333,"F/E#"
"Pop","80s","major",1,5,"Steve Winwood","Higher Love",1986,20,0.696,0.78,-12.159,0.0415,0.0427,0.149,0.298,0.954,98.699,4,5.85845,"F/E#"
"Pop","90s","major",1,1,"Spice Girls","Say You'll Be There",1997,28,0.726,0.679,-6.219,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,4,3.93288333333333,"C#/Db"
"Pop","70s","minor",0,11,"Bobby 'Boris' Pickett","Monster Mash",1973,38,0.541,0.504,-14.191,0.457,0.375,0,0.421,0.707,68.482,4,3.20066666666667,"B"
"Pop","90s","minor",0,11,"Backstreet Boys","Quit Playing Games (With My Heart)",1997,11,0.8,0.875,-4.952,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,4,3.89221666666667,"B"
"Pop","90s","minor",0,1,"Sugar Ray","Someday",1999,30,0.745,0.682,-4.39,0.0287,0.0105,0.0862,0.21,0.938,110.857,4,4.04666666666667,"C#/Db"
"Pop","70s","major",1,9,"Murray Head & The Trinidad Singers","Superstar",1971,27,0.385,0.659,-5.442,0.0405,0.0557,0,0.407,0.53,122.079,4,4.26386666666667,"A"
"Pop","80s","major",1,10,"Elton John","Little Jeannie",1980,16,0.616,0.444,-14.224,0.0276,0.461,0.000115,0.0847,0.763,143.805,4,5.21978333333333,"A#/Bb"
"Pop","80s","major",1,9,"Madonna","Crazy for You",1985,9,0.662,0.719,-6.606,0.0298,0.107,0,0.102,0.511,95.001,4,3.73866666666667,"A"
"Pop","90s","minor",0,11,"Jennifer Lopez","If You Had My Love",1999,12,0.68,0.625,-7,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,4,4.43333333333333,"B"
"Pop","90s","major",1,1,"Janet Jackson","Runaway",1995,29,0.787,0.86,-4.974,0.0344,0.364,0.041,0.0612,0.862,109.154,4,3.58221666666667,"C#/Db"
"Pop","2010s","major",1,5,"Bruno Mars","Locked Out of Heaven",2013,11,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,4,3.8913,"F/E#"
"Pop","70s","minor",0,10,"Bee Gees","Stayin' Alive",1978,4,0.702,0.773,-9.256,0.0343,0.0288,0.00871,0.147,0.953,103.564,4,4.75621666666667,"A#/Bb"
"Pop","70s","minor",0,4,"Elton John","Crocodile Rock",1973,7,0.621,0.8,-7.284,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4,3.924,"E"
"Pop","2010s","minor",0,4,"Ariana Grande","Dangerous Woman",2016,36,0.664,0.602,-5.369,0.0412,0.0529,0,0.356,0.289,134.049,3,3.93245,"E"
"Pop","2010s","major",1,0,"Kelly Clarkson","Stronger (What Doesn't Kill You)",2012,7,0.562,0.939,-4.282,0.0475,0.046,0,0.112,0.684,116.044,4,3.69911666666667,"C/B#"
"Pop","80s","minor",0,10,"Milli Vanilli","Girl You Know It's True",1989,8,0.772,0.822,-5.649,0.123,0.00797,0.00148,0.457,0.526,97.718,4,3.30955,"A#/Bb"
"Pop","70s","major",1,2,"Five Man Electrical Band","Signs",1971,24,0.446,0.731,-10.302,0.0519,0.243,0,0.0935,0.723,153.672,4,4.02821666666667,"D"
"Pop","80s","major",1,9,"Kenny Loggins","Footloose",1984,4,0.546,0.895,-7.189,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,4,3.67845,"A"
"Pop","80s","major",1,4,"Toni Basil","Mickey",1983,36,0.595,0.928,-4.457,0.0503,0.0569,0,0.0336,0.982,149.975,4,4.21475,"E"
"Pop","90s","major",1,8,"Goo Goo Dolls","Slide",1999,13,0.395,0.843,-4.476,0.0374,0.00483,0,0.0404,0.481,112.423,4,3.53445,"G#/Ab"
"Pop","70s","minor",0,11,"Frankie Valli","My Eyes Adored You",1975,5,0.461,0.499,-10.443,0.0316,0.238,0,0.135,0.387,137.687,4,3.53355,"B"
"Pop","80s","minor",0,0,"Hall & Oates","I Can't Go for That (No Can Do)",1982,15,0.889,0.441,-9.506,0.0379,0.0405,0.000788,0.038,0.963,110.565,4,5.12178333333333,"C/B#"
"Pop","90s","major",1,1,"Londonbeat","I've Been Thinking About You",1991,31,0.743,0.712,-6.012,0.0628,0.118,0,0.166,0.89,113.664,4,3.41213333333333,"C#/Db"
"Pop","2020s","major",1,4,"Selena Gomez","Lose You to Love Me",2020,30,0.488,0.343,-8.985,0.0436,0.556,0,0.21,0.0978,102.819,4,3.44098333333333,"E"
"Pop","90s","major",1,2,"Sheryl Crow","Strong Enough",1995,30,0.58,0.265,-15.267,0.0317,0.796,0.00019,0.11,0.583,154.595,3,3.16378333333333,"D"
"Pop","90s","minor",0,4,"Ace of Base","The Sign",1994,1,0.808,0.786,-6.897,0.0447,0.00928,0.0701,0.0574,0.899,96.987,4,3.18733333333333,"E"
"Pop","90s","minor",0,8,"'N Sync","I Want You Back",1998,37,0.751,0.939,-3.305,0.0466,0.0521,0.00056,0.477,0.905,112.041,4,3.34066666666667,"G#/Ab"
"Pop","2010s","major",1,1,"Ariana Grande","Thank U, Next",2019,12,0.717,0.653,-5.634,0.0658,0.229,0,0.101,0.412,106.966,4,3.45533333333333,"C#/Db"
"Pop","80s","minor",0,10,"Jermaine Jackson","Let's Get Serious",1980,30,0.744,0.841,-10.165,0.0477,0.0814,1.14e-05,0.204,0.964,109.573,4,7.95445,"A#/Bb"
"Pop","80s","major",1,1,"Michael Jackson","The Way You Make Me Feel",1988,36,0.877,0.854,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,4,4.96866666666667,"C#/Db"
"Pop","80s","major",1,6,"Whitney Houston","How Will I Know",1986,6,0.761,0.739,-3.591,0.0369,0.178,3.35e-06,0.23,0.656,118.997,4,3.55726666666667,"F#/Gb"
"Pop","90s","minor",0,7,"Madonna","This Used to Be My Playground",1992,21,0.499,0.308,-11.692,0.0264,0.754,0.000943,0.124,0.0706,75.91,4,5.17111666666667,"G"
"Pop","90s","major",1,10,"Sophie B. Hawkins","As I Lay Me Down",1995,39,0.519,0.737,-8.7,0.0437,0.645,1.77e-06,0.271,0.668,82.999,4,4.14821666666667,"A#/Bb"
"Pop","80s","major",1,8,"Mike + The Mechanics","The Living Years",1989,31,0.518,0.417,-13.268,0.0325,0.58,0,0.0722,0.311,97.63,4,5.50445,"G#/Ab"
"Pop","90s","major",1,7,"Hootie & the Blowfish","Let Her Cry",1995,26,0.352,0.698,-6.278,0.0303,0.0353,0,0.113,0.256,142.57,4,5.30888333333333,"G"
"Pop","90s","major",1,10,"'N Sync","(God Must Have Spent) A Little More Time on You",1999,45,0.6,0.544,-8.863,0.0358,0.441,0,0.255,0.32,83.992,4,4.716,"A#/Bb"
"Pop","90s","major",1,1,"Madonna","Justify My Love",1991,21,0.705,0.821,-7.085,0.128,0.00244,0.684,0.0572,0.456,99.642,4,4.90445,"C#/Db"
"Pop","90s","major",1,4,"Wyclef Jean","Gone till November",1998,33,0.677,0.503,-9.027,0.0867,0.0899,1.48e-05,0.182,0.417,85.926,4,3.45778333333333,"E"
"Pop","70s","minor",0,9,"Stories","Brother Louie",1973,13,0.697,0.498,-9.147,0.0419,0.101,0.00082,0.13,0.85,103.77,4,3.93,"A"
"Pop","90s","major",1,8,"Shakespears Sister","Stay",1992,45,0.494,0.658,-5.84,0.0487,0.674,4.11e-05,0.0907,0.19,96.73,4,3.81666666666667,"G#/Ab"
"Pop","70s","major",1,9,"The Carpenters","Please Mr. Postman",1975,33,0.657,0.624,-15.504,0.031,0.0164,0.916,0.0697,0.932,132.968,4,2.966,"A"
"Pop","80s","minor",0,5,"Robert Palmer","I Didn't Mean to Turn You On",1986,46,0.68,0.485,-15.589,0.053,0.0937,0.696,0.255,0.967,120.657,4,3.74666666666667,"F/E#"
"Pop","80s","major",1,2,"Gary Numan","Cars",1980,12,0.545,0.578,-8.745,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,4,3.98178333333333,"D"
"Pop","90s","minor",0,1,"Jennifer Paige","Crush",1998,21,0.733,0.706,-5.652,0.0292,0.0262,0,0.0881,0.598,115.04,4,3.33266666666667,"C#/Db"
"Pop","60s","minor",0,3,"Johnny Nash","Hold Me Tight",1968,37,0.766,0.176,-20.756,0.0946,0.606,2.51e-05,0.0656,0.686,90.404,4,2.72288333333333,"D#/Eb"
"Pop","90s","major",1,6,"Hootie & the Blowfish","Only Wanna Be with You",1995,33,0.49,0.873,-5.861,0.0355,0.107,5.19e-06,0.118,0.513,103.272,4,3.82645,"F#/Gb"
"R&B/Soul","90s","major",1,8,"Babyface","When Can I See You",1994,26,0.754,0.472,-11.787,0.0807,0.257,2.09e-05,0.121,0.613,169.199,4,3.82666666666667,"G#/Ab"
"R&B/Soul","70s","major",1,0,"Andrea True Connection","More, More, More",1976,17,0.663,0.792,-5.476,0.0311,0.517,0.000139,0.111,0.847,103.009,4,3.71021666666667,"C/B#"
"R&B/Soul","60s","minor",0,7,"Stevie Wonder","I Was Made to Love Her",1967,14,0.371,0.613,-6.685,0.0452,0.0589,0,0.0479,0.873,203.732,4,2.60733333333333,"G"
"R&B/Soul","60s","major",1,0,"The Supremes","Stop! In the Name of Love",1965,20,0.612,0.444,-12.752,0.0293,0.531,0,0.126,0.503,114.961,4,2.88178333333333,"C/B#"
"R&B/Soul","2010s","minor",0,0,"The Weeknd","The Hills",2016,32,0.585,0.564,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,4,4.03755,"C/B#"
"R&B/Soul","70s","major",1,10,"The Manhattans","Kiss and Say Goodbye",1976,6,0.645,0.42,-10.09,0.0624,0.555,0,0.125,0.583,129.084,4,4.44555,"A#/Bb"
"R&B/Soul","2000s","major",1,1,"Usher","Burn",2004,2,0.796,0.477,-7.161,0.108,0.314,0,0.12,0.685,119.928,4,3.86555,"C#/Db"
"R&B/Soul","2000s","major",1,1,"Usher","U Got It Bad",2002,9,0.816,0.5,-4.551,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4,4.13066666666667,"C#/Db"
"R&B/Soul","70s","major",1,0,"Bill Withers","Lean on Me",1972,7,0.619,0.22,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,4.31391666666667,"C/B#"
"R&B/Soul","70s","minor",0,9,"The Spinners","Could It Be I'm Falling in Love",1973,47,0.382,0.727,-6.677,0.0861,0.729,0,0.196,0.826,207.265,4,4.16221666666667,"A"
"R&B/Soul","70s","major",1,10,"Peter Brown","Dance With Me",1978,29,0.912,0.42,-14.798,0.0507,0.117,0.000717,0.0424,0.9,108.53,4,5.32045,"A#/Bb"
"R&B/Soul","70s","major",1,11,"Stevie Wonder","You Are the Sunshine of My Life",1973,19,0.519,0.46,-14.53,0.0688,0.823,5.97e-05,0.243,0.675,132.082,4,2.97,"B"
"R&B/Soul","80s","major",1,1,"Lionel Richie","You Are",1983,29,0.777,0.456,-12.736,0.033,0.196,3.23e-05,0.0473,0.727,111.981,4,5.01466666666667,"C#/Db"
"R&B/Soul","60s","major",1,6,"Marvin Gaye","Too Busy Thinking About My Baby",1969,14,0.751,0.385,-11.716,0.0349,0.115,0,0.069,0.862,117.748,4,2.93555,"F#/Gb"
"R&B/Soul","90s","major",1,6,"Monica","Before You Walk Out of My Life",1996,38,0.555,0.41,-8.308,0.0431,0.227,0,0.13,0.433,169.804,4,4.88,"F#/Gb"
"R&B/Soul","60s","minor",0,9,"The Supremes","Love Child",1968,27,0.574,0.96,-0.81,0.0455,0.125,2.27e-05,0.23,0.65,105.008,4,3.02621666666667,"A"
"R&B/Soul","60s","major",1,0,"Bobby Lewis","Tossin' and Turnin'",1961,1,0.569,0.722,-8.914,0.0393,0.225,0,0.108,0.965,142.736,4,2.66066666666667,"C/B#"
"R&B/Soul","90s","major",1,2,"Toni Braxton","Another Sad Love Song",1993,46,0.78,0.711,-7.429,0.0476,0.0142,3.75e-05,0.0366,0.859,96.067,4,5.026,"D"
"R&B/Soul","2000s","major",1,5,"JoJo","Leave (Get Out)",2004,40,0.697,0.565,-6.899,0.201,0.161,4.73e-05,0.082,0.457,87.043,4,4.04733333333333,"F/E#"
"R&B/Soul","2000s","minor",0,10,"Ruff Endz","No More",2000,39,0.839,0.641,-5.669,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,4,4.04266666666667,"A#/Bb"
"R&B/Soul","2000s","minor",0,8,"Mary J. Blige","Family Affair",2002,17,0.911,0.551,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,4,4.43111666666667,"G#/Ab"
"R&B/Soul","2000s","major",1,1,"R. Kelly","Ignition",2003,2,0.795,0.523,-7.165,0.0423,0.061,0,0.0914,0.855,133.024,4,3.10111666666667,"C#/Db"
"R&B/Soul","2000s","minor",0,1,"Case","Missing You",2001,49,0.612,0.579,-6.417,0.0553,0.285,0,0.0556,0.716,86.31,4,4.74445,"C#/Db"
"R&B/Soul","60s","major",1,10,"Clarence ""Frogman"" Henry","(I Don't Know Why) But I Do",1961,43,0.662,0.535,-5.457,0.027,0.563,0,0.125,0.83,109.695,4,2.35333333333333,"A#/Bb"
"R&B/Soul","60s","major",1,0,"Aretha Franklin","Respect",1967,13,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,4,2.46,"C/B#"
"R&B/Soul","60s","major",1,9,"Betty Everett","The Shoop Shoop Song (It's in His Kiss)",1964,44,0.652,0.456,-9.673,0.0569,0.737,0,0.235,0.966,121.983,4,2.26861666666667,"A"
"R&B/Soul","2020s","minor",0,10,"The Weeknd","Heartless",2020,28,0.537,0.746,-5.507,0.15,0.0236,1.01e-06,0.156,0.252,170.062,4,3.30445,"A#/Bb"
"R&B/Soul","2000s","minor",0,8,"Mary J. Blige","Family Affair",2002,17,0.911,0.551,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,4,4.43111666666667,"G#/Ab"
"R&B/Soul","2000s","major",1,7,"Alicia Keys","If I Ain't Got You",2004,3,0.609,0.444,-9.129,0.106,0.603,6.86e-06,0.104,0.166,118.402,3,3.81178333333333,"G"
"R&B/Soul","2000s","major",1,0,"Mario","Just a Friend 2002",2002,34,0.538,0.677,-6.099,0.187,0.00541,0,0.236,0.913,132.346,5,3.57,"C/B#"
"R&B/Soul","60s","major",1,7,"Sam Cooke","Chain Gang",1960,29,0.703,0.724,-10.818,0.0467,0.73,0,0.518,0.963,131.821,4,2.58621666666667,"G"
"R&B/Soul","60s","major",1,7,"Lonnie Mack","Memphis",1963,48,0.655,0.602,-9.742,0.025,0.0533,0.953,0.0435,0.769,101.628,4,2.47533333333333,"G"
"R&B/Soul","90s","minor",0,11,"Brandy","I Wanna Be Down",1995,49,0.703,0.469,-6.515,0.0415,0.177,0,0.726,0.661,86.038,4,4.86111666666667,"B"
"R&B/Soul","80s","minor",0,0,"Smokey Robinson","Being with You",1981,13,0.649,0.434,-9.529,0.0267,0.764,2.44e-06,0.0822,0.572,108.754,4,4.116,"C/B#"
"R&B/Soul","90s","major",1,6,"Tevin Campbell","Tell Me What You Want Me to Do",1992,35,0.609,0.551,-7.93,0.0291,0.0233,0,0.234,0.512,127.956,4,4.26733333333333,"F#/Gb"
"R&B/Soul","90s","major",1,6,"Boyz II Men","4 Seasons of Loneliness",1997,30,0.583,0.488,-10.494,0.0444,0.821,1.71e-05,0.115,0.191,98.497,4,4.87333333333333,"F#/Gb"
"R&B/Soul","90s","minor",0,5,"TLC","Red Light Special",1995,28,0.52,0.449,-8.957,0.0331,0.205,0.000687,0.191,0.364,189.243,3,5.066,"F/E#"
"R&B/Soul","80s","major",1,1,"Shalamar","The Second Time Around",1980,44,0.801,0.388,-12.135,0.0505,0.0123,7.16e-05,0.0924,0.577,112.367,4,3.72155,"C#/Db"
"R&B/Soul","2000s","minor",0,8,"Mary J. Blige","Family Affair",2001,31,0.911,0.551,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,4,4.43111666666667,"G#/Ab"
"R&B/Soul","60s","major",1,2,"Martha and the Vandellas","Jimmy Mack",1967,36,0.701,0.517,-7.951,0.0357,0.765,0,0.385,0.688,127.401,4,2.72888333333333,"D"
"R&B/Soul","90s","major",1,8,"Boyz II Men","On Bended Knee",1995,5,0.631,0.516,-8.225,0.0353,0.413,0,0.115,0.18,116.654,4,5.49666666666667,"G#/Ab"
"R&B/Soul","70s","minor",0,1,"Gladys Knight & the Pips","Best Thing That Ever Happened to Me",1974,34,0.352,0.545,-11.939,0.0871,0.309,0.0563,0.106,0.459,189.498,4,3.74978333333333,"C#/Db"
